tSNE1,tSNE2,tSNE3,Label
19.699303,-1.1564375,2.2324586,3
18.173897,-3.6791823,3.5563161,3
22.183405,-4.34808,6.2539687,3
11.409483,12.038975,2.6349142,3
14.370112,-0.30888432,8.354366,3
11.369447,12.327208,-0.9467648,3
14.084105,-1.3996452,3.982623,3
12.669501,3.1670809,2.9860742,3
0.6219875,-7.02482,-15.93413,3
0.93816817,12.822363,-13.942151,3
-3.598809,3.340006,-15.55731,3
0.698587,15.138577,-10.618208,3
3.9940925,16.204245,-7.8594556,3
19.426426,-3.315781,6.8730345,3
17.592365,4.3333063,-0.9170876,3
-12.459023,9.894737,1.0031768,1
-15.367139,5.9170566,2.724079,1
-17.748726,7.33058,-6.3589015,1
-23.341782,6.155872,-5.178071,1
-23.633501,5.0422306,-1.1380556,1
-11.382583,3.4384725,1.3324255,1
-18.705029,6.371579,-5.6330886,1
-19.16588,5.1884565,1.5489899,1
-1.7230512,-0.8557433,-18.163317,3
1.2858343,16.814352,-8.584632,3
11.9017,1.315974,4.895323,3
21.306156,-7.998283,8.020277,3
7.4122972,15.41593,-10.369279,3
-4.036921,6.8465095,-14.237483,3
19.129818,-1.1856453,9.352837,3
19.953455,-2.0282807,3.4944558,3
21.524008,-0.58146983,7.512167,3
-13.289796,4.5086865,5.690754,1
4.4626417,-15.124855,1.7945727,1
-6.6449785,5.086352,6.018462,1
2.3273551,-13.743576,10.109759,1
3.8761365,-17.908602,4.1418695,1
5.5183177,-15.95803,1.7056893,2
0.82835877,11.99296,-11.963751,3
4.260591,-17.85283,0.85953546,1
-0.46255067,-10.916262,-14.036316,2
-0.12872034,6.8863306,-15.847416,2
4.6019363,-7.295566,11.6762495,1
-0.9745684,-17.567741,1.992769,1
12.941331,13.30515,-4.0513115,3
6.217478,16.45354,-8.010251,3
6.5014253,12.733095,-0.9966696,3
-2.3966439,-12.951868,-12.20759,2
2.0989172,-7.494981,-16.783058,2
-2.5393891,4.3836894,-15.478613,3
11.261385,11.490983,-6.0611825,3
10.431891,4.105381,-0.29274008,3
-13.508191,0.71396554,-4.675093,1
-11.389365,4.601921,6.7850604,1
-7.2528768,3.8097928,5.442425,1
-10.457297,5.784683,9.379455,1
-4.2054625,4.425914,5.3503575,1
-11.774265,0.6785467,5.638719,1
10.062916,9.429193,-6.555207,3
17.40168,-0.6164599,6.8580155,3
14.130267,2.617975,7.0007796,3
21.45951,-8.584973,5.6954694,3
23.326132,-6.6742215,10.244227,3
18.347198,7.6288834,4.0292587,3
-1.7428384,-13.283092,-8.052913,2
-14.1595955,10.016667,-1.6605867,1
0.46073392,-17.258373,3.5098886,1
0.9889553,-4.392161,10.0409775,1
2.6413515,-19.71418,4.9922924,1
4.3214087,-19.700869,6.067383,1
3.7372427,-18.63351,3.8162813,1
1.320381,-5.4348025,9.00205,1
-3.6406283,-5.9665527,9.146362,1
4.6209807,12.200874,-0.57095385,3
1.4405073,-9.2021055,15.623424,1
3.26919,-6.014724,1.9782027,1
-11.704483,7.8373637,-2.776231,1
5.003374,-9.341887,8.943548,1
13.614477,-2.9727585,2.4394116,3
4.473178,11.493933,-2.9042072,3
-13.111825,0.7423109,7.0609555,1
-11.373802,3.9207497,6.11347,1
-24.22959,4.003549,-4.6436224,1
11.530227,11.135034,-0.69297314,3
6.01932,8.300232,-0.66975224,3
12.534461,0.22537285,0.54264975,3
-17.777637,-3.0604653,5.649597,1
11.10145,14.221962,-3.225864,3
4.655896,12.245423,-10.07492,3
14.121681,3.3812754,2.051435,3
8.983476,4.640826,4.237024,3
2.3925765,-12.386132,-7.5789385,2
-2.5398004,-2.2201457,-15.971919,2
3.320081,-9.66181,-12.516216,2
24.139784,-9.291293,10.45182,3
11.95069,8.392259,-5.810671,3
14.191406,-1.4995408,3.8543742,3
12.48902,2.51599,6.6943445,3
-2.1736584,-2.5659223,1.9026926,1
-3.9470062,7.1654553,-17.197691,3
1.1098535,14.906263,-7.1783485,3
2.5558813,-8.439989,-12.614929,2
2.5590796,-5.4867473,-16.341988,2
0.94453883,5.2250314,-16.093618,3
0.896565,-5.844956,3.062941,1
2.6182218,-15.6104145,-0.85259134,2
10.933796,12.912749,2.5926507,3
5.1660852,13.835622,-5.6560082,3
-1.7105778,-14.185005,-9.744826,2
2.2409632,-2.6406016,-16.082928,2
1.741342,-6.2690115,-18.251657,2
3.8559878,-21.219543,6.2700543,1
-1.9612299,-16.77609,-6.0828404,1
20.005415,-1.7023215,2.3872893,3
-0.9144559,-9.731533,12.055208,1
5.7520213,-13.335931,7.572683,1
-8.119942,2.0663924,-0.18298501,1
-4.912596,5.1448426,7.6015606,1
1.9379413,-3.98059,1.1411207,1
-2.1465728,-13.728061,8.899244,2
-1.5051358,-16.470049,-3.8661659,2
4.3512983,-0.52753246,7.4826827,1
0.9974094,-2.22878,7.562035,1
0.99270743,-4.1873426,-17.598928,3
-19.632607,7.2585063,-4.17036,1
-11.529679,0.3971294,4.634267,1
-2.7548726,3.8253348,6.449191,1
-8.109549,3.9184735,7.4670167,1
-14.122323,-3.9832988,4.9287777,1
-2.6688116,7.924879,-12.564264,3
4.679833,11.040343,-12.740226,3
1.3649654,-9.961115,-16.828783,2
-0.31432867,-2.0422788,-17.951656,2
-16.136189,2.4750822,-5.581301,1
-14.924038,-0.32377106,-3.1290033,1
-21.511898,-0.34040803,-1.8806777,1
0.50444585,-0.54371434,5.209967,1
-5.9138627,-5.260693,10.384637,1
-8.50793,-4.1224427,-0.15779686,1
0.30764648,3.5030243,-16.376358,2
-1.9773867,3.3488536,-16.590425,3
-2.1451826,-1.1805916,4.2909164,1
5.7339153,-13.309593,7.531153,1
-4.8776026,-6.184509,12.15882,1
4.260515,-20.877907,3.70211,1
3.4943893,-19.049929,2.662818,1
5.3260965,-15.674651,0.9273426,2
-1.8252037,10.4333935,-12.6416855,3
-6.173943,-6.3127456,2.8547852,1
-3.7397177,1.2297937,6.850262,1
1.0123061,-1.4755147,3.7960353,1
1.475369,-8.380517,7.970722,1
0.49483848,-10.074672,5.5793195,1
4.256734,-9.559465,6.932039,1
-11.666463,2.6380823,12.793352,1
-20.309963,3.2152338,-4.9896636,1
-21.289955,3.7168016,-6.195602,1
-13.778823,0.27875447,7.8676653,1
-13.430191,8.782058,3.5417588,1
-20.939997,-1.4662094,1.4321406,1
-11.8031435,-1.2077682,-2.9433339,1
3.1250572,-10.070658,10.67925,1
1.0252576,-18.899979,-5.392782,1
-0.48016864,-18.989622,3.195526,2
11.131165,3.8446677,-3.0493267,3
12.592381,4.520462,-2.8312347,3
-24.481512,4.7651243,-8.690414,1
-20.268229,-0.7135208,-4.7973366,1
2.1994874,-14.400007,5.438826,1
4.1422777,-15.915387,0.94462335,1
1.4752107,-15.189245,5.87335,1
9.320397,16.546854,-3.5819843,3
10.179763,10.2864685,-8.650279,3
14.675784,3.2637215,3.2234712,3
23.364122,-7.549034,6.2417336,3
-10.248699,5.196548,6.909005,1
-11.775392,3.6740608,-5.298938,1
-10.796721,-1.509378,9.673857,1
4.514761,-2.677182,10.202891,1
-13.946325,5.9740796,9.548835,1
-6.0817685,-4.5348477,10.887231,1
0.0035191542,-1.4536315,11.572363,1
1.8723748,-17.10064,-3.131095,2
5.487262,-21.468891,6.2521205,1
-12.067886,2.7889483,3.5566034,1
5.03595,-10.322365,10.144844,1
-13.844355,0.7858783,11.2727375,1
0.47232205,-6.3591413,7.149778,1
2.4494984,-1.2401502,2.9032176,1
-10.117124,6.549665,0.3059303,1
3.0201573,-15.861631,3.7924464,2
3.7396834,17.173738,-7.7716436,3
10.679886,5.1716094,5.0678425,3
7.18673,10.674716,1.4805217,3
19.128988,1.1224751,8.355382,3
3.2081172,8.402948,-2.8208387,3
16.405071,-0.2040469,3.4572473,3
-0.2600835,0.043795,-17.738064,2
0.039896097,-3.8498557,-16.211025,2
0.18577553,12.039401,-16.221851,3
-0.5483367,-14.217534,-8.892892,2
-0.56400454,-6.740228,-14.096041,2
2.573871,-5.568632,-16.834415,2
0.6801618,-9.765871,-17.128996,2
1.6966585,-6.662231,-15.012182,2
-3.07009,5.751862,-15.139097,2
-0.592094,-8.738721,-12.935414,2
1.9515516,-3.8553383,-16.047508,2
-2.3033693,0.74373746,-15.448122,3
9.713669,6.4085884,0.6611347,3
11.36347,8.50045,-5.648274,3
10.082157,10.572784,-9.119766,3
13.184793,9.092345,-2.5716066,3
8.476071,12.419417,2.1754293,3
2.0829597,-6.1878014,-17.760973,2
0.29180863,-3.1112096,-18.515139,2
2.6911798,-6.8028717,-13.516047,2
-16.226793,-0.15918796,5.1871,1
-16.231222,-3.43253,2.1671877,1
-16.742477,1.371335,9.594295,1
-5.5293794,4.1822863,4.5800967,1
-17.423296,-2.1739154,-1.5797037,1
-18.260962,2.2557623,1.6720974,1
13.116212,11.113267,-0.85404867,3
12.823784,0.09812068,7.2897105,3
14.34913,10.718943,-5.9419627,3
9.282266,14.777931,0.77791655,3
15.127979,0.73339045,0.028184962,3
14.470787,7.839436,2.186605,3
21.130148,-7.763326,4.870051,3
3.2983427,-16.707895,5.341429,1
-1.9115462,-10.521514,-13.763342,2
3.0267878,-11.954045,-11.95486,2
0.8813226,9.032632,-14.07232,2
-1.7391118,0.87817466,-18.257854,2
2.7266288,-8.072197,-16.11152,2
3.0054033,8.358041,-11.760744,3
6.3958917,18.11115,-4.096586,3
3.5637324,-15.662072,7.0769835,1
0.26194787,-17.072243,-6.3606954,2
-2.175907,-17.416584,-8.58742,2
4.4190664,-13.779705,9.753018,1
-1.918618,-11.003192,-13.44716,2
-2.1617746,0.581234,-16.177864,2
2.881887,-7.179906,-15.71457,2
1.4092264,-3.6859689,-15.709876,2
4.8555803,9.918121,-8.390008,3
0.24387574,-20.971464,1.0155461,1
0.71378285,-16.566002,-5.05967,2
-9.637735,-4.0267534,-2.991898,1
-2.6746023,-19.150023,-0.60809374,1
-0.51163447,-15.016458,-8.169577,2
-1.7102741,-15.851773,-5.169459,2
-1.9942794,-12.327941,10.050292,1
-11.887531,-1.2292099,-5.1627445,1
-4.3530955,-4.5713234,2.789385,1
-1.5344954,-14.615253,10.686741,1
4.398515,-3.1179965,9.878427,1
2.5002403,-20.83714,-0.7699023,2
-1.7941357,-16.994865,-6.0636,2
1.4439898,-2.1740263,-16.912893,2
-2.8379161,-1.4193648,-17.44064,2
3.0607576,-18.266865,0.84463143,2
-2.425311,-18.115236,-4.5040646,2
1.7961739,-19.468103,-6.499526,2
-1.2627076,9.1018715,-13.467421,3
9.273293,12.123849,0.8632184,3
1.8057117,-0.45734873,6.1156454,1
0.06201269,0.8763687,2.9920497,1
-4.0915284,-6.3471937,7.5901356,1
-6.5216956,-6.917045,8.782633,1
0.90823287,-10.359162,-14.435483,2
-2.7557387,7.734229,-16.844007,3
3.2380302,-6.6789103,11.762275,1
-9.863318,1.6134312,4.0541725,1
-9.25241,-2.477481,5.1259036,1
4.7581267,-10.030867,10.356798,1
0.090624504,-17.82735,3.0956676,1
-15.520966,1.7655977,-2.3942957,1
-0.44733307,-14.446257,9.896611,1
5.185584,-9.588936,5.071411,1
-1.1472268,3.298702,-18.032784,2
0.98017436,-18.717054,-3.5141125,1
-13.722025,-0.19501093,6.4480395,1
-0.91193485,-10.827754,13.703442,1
-24.041079,6.0372534,-7.4492464,1
-23.476065,2.814256,-0.15010394,1
-10.017721,-1.5958062,-6.5767355,1
-15.525996,4.6264515,0.91279703,1
1.6048244,-13.175917,-11.82206,2
5.6843834,9.382648,-12.848016,3
-14.870589,-3.0772347,-1.8395097,1
-0.94762003,-2.2897615,10.39665,1
2.0475664,-18.152382,-7.816957,2
-1.7593045,2.9016387,-20.593937,2
-11.123759,6.687687,5.3943577,1
-9.692891,-4.097439,-3.1178136,1
3.0284417,1.5522583,3.4622004,1
-3.5820603,9.60253,-12.635862,3
9.369218,6.3201675,3.6633964,3
13.138508,2.4136388,8.725406,3
-1.1485919,-7.7951107,5.7076983,1
3.3880603,-14.135457,7.63647,2
0.24896707,-10.188306,-15.738217,2
-1.7046409,4.4662213,-20.160915,2
3.8460429,-17.469606,4.2637124,1
3.4954894,-10.494775,10.651811,1
-0.7058181,-16.284801,0.018258994,2
7.9329314,8.849696,-3.080626,3
-1.4144402,-2.9707084,-15.6857815,2
0.6076239,-15.87934,-1.3317411,1
3.545126,-20.157005,4.9940524,1
3.3277566,-16.709255,3.9232655,1
3.5047054,-18.586102,7.958449,1
-1.7523923,-14.044745,11.3837,1
2.1581678,-19.814682,-1.2981362,1
-0.5482286,-9.798429,-14.646941,2
-2.307579,-19.129015,-6.2898173,2
2.9678736,-18.123726,0.7813598,2
1.1624683,-18.19682,6.042165,1
-1.3513281,11.1791,-14.439939,2
3.1789525,-15.501288,-0.7486033,1
1.5562568,-6.833259,2.3459063,1
10.7692375,13.92505,-2.4247124,3
5.4506407,15.302077,-6.7250423,3
10.724119,11.102856,-6.1788955,3
17.905495,1.638144,3.5059006,3
-0.78597707,1.339145,-18.253756,2
3.4262645,13.851987,-0.4999501,3
16.670664,-3.6672301,8.243701,3
-7.4912167,2.8593805,8.2080965,1
-14.82589,2.1530287,2.7420866,1
-5.9263563,-0.896388,8.66048,1
0.14001842,3.5533903,7.8347635,1
5.543845,-10.860314,8.117443,1
-1.3314452,-16.14564,-10.499931,2
4.649285,-16.842464,6.660191,1
2.2382123,-14.3400545,-7.252175,2
0.64207506,-18.943571,-3.2529767,2
3.5507255,-16.315287,-0.4249569,1
5.112768,-18.384497,3.8835268,1
-7.0028434,2.719703,0.89426625,1
1.1649992,-15.389282,8.282934,1
-7.1565566,-3.7187433,4.927945,1
4.1725826,-15.826338,-1.3793095,1
4.2420206,-15.88209,4.932133,1
-2.4696493,7.1680746,-17.76908,3
-1.4234782,-0.8900159,-18.06946,2
0.3300604,3.4312947,-18.959734,2
-1.5301294,-15.9195175,-6.2581925,2
24.256464,-6.3176517,10.975969,3
13.846054,5.773192,1.5491481,3
2.4148657,9.750171,-10.074532,3
17.721085,-0.6907877,2.074765,3
16.733187,0.5458497,3.2045994,3
15.866312,6.09587,4.1468854,3
12.811283,4.735887,-3.1369483,3
4.587328,11.561121,-1.4788827,3
13.815777,-0.70517004,8.69186,3
17.23299,-1.807195,-0.22151472,3
3.0326161,-7.0623617,-13.386449,2
-1.0419638,-7.91759,-15.023891,2
6.191182,15.818468,-8.333383,3
-1.0064723,-4.600622,-17.717777,2
-2.6929414,7.8558245,-17.180916,3
1.9509798,-11.721506,11.638839,1
-0.83184224,-8.519783,-13.373231,2
15.629278,-7.8053885,4.0713744,3
2.5704777,10.750997,-7.8155465,3
11.393284,8.562047,2.311033,3
-2.3549254,-10.623667,-13.672818,2
-0.8591988,-7.6464834,-15.241382,2
1.5383903,-7.808349,-13.66375,2
0.5636017,-10.497778,-13.874969,2
1.942322,-8.5434675,-13.918674,2
-18.785032,-1.9024546,4.0948334,1
-16.400404,7.0074387,-0.10995173,1
-16.190248,0.30983245,5.425878,1
0.06645412,-16.611506,-6.969617,2
-2.8345087,2.6959753,-16.637943,2
-6.6774473,2.7994843,11.784507,1
-16.227962,0.26332393,5.29085,1
-15.820264,-4.9168277,1.0126795,1
-4.229178,-7.5339465,8.745452,1
-20.810337,9.466736,-5.0629063,1
-19.114103,-1.587753,4.710114,1
-14.075505,-3.7782288,-2.6547344,1
-24.743437,0.9965229,-5.336618,1
-24.970957,3.1194887,-8.430705,1
-1.9833738,-16.083954,-5.482763,2
-0.21549867,-18.202131,-4.676137,2
3.859027,-13.943862,4.397226,1
0.5969848,-15.5284605,-2.4882019,1
3.155805,-16.829527,4.206603,1
2.1736953,-15.6122675,-4.5621204,1
2.3642914,10.577488,-15.892221,3
5.692403,13.063516,-11.17397,3
6.6194487,10.2386265,-8.114566,3
1.8939437,9.532335,-2.6811218,3
11.347441,9.711577,1.3504905,3
7.628466,8.435102,4.6105475,3
11.28631,9.107293,1.491564,3
-9.840916,6.096924,-1.3221259,1
-24.396128,7.129059,-4.7045484,1
0.42119938,4.806554,-19.195795,3
-1.0675404,5.553706,-18.628534,3
4.0215592,13.875045,-14.008161,3
13.795235,10.325906,-6.2007465,3
-0.6096267,6.7221,6.193598,1
4.4111385,-19.497465,7.543188,1
-20.848478,0.93355334,-5.2184105,1
-11.576277,5.4370503,9.506804,1
0.95300716,-7.919911,-0.13978873,1
2.3160307,-11.628931,4.849856,1
-0.83818454,-10.870905,-13.496182,2
-0.66886604,4.634263,-16.38971,3
-0.9333762,-10.042793,14.978959,1
-0.6068938,-17.479288,-2.5582898,1
-4.2929435,-5.9778314,6.9714427,1
19.377378,1.2719572,2.5154996,3
22.133085,-8.182376,5.649512,3
23.1626,-6.5256476,9.654478,3
-2.546069,3.4222562,-16.953957,3
9.432425,16.514273,-6.3193526,3
-0.022949904,13.2817335,-9.165504,3
-3.084363,8.337307,-15.776874,3
13.957645,4.565494,-3.5749505,3
22.708155,-6.2832456,11.812105,3
10.01292,10.31413,0.93267477,3
6.6307263,14.111965,-7.1243544,3
1.9202962,16.622879,-7.2799864,3
3.3409588,13.570183,-6.041882,3
-5.8594794,3.7367642,10.805157,1
-3.7524574,-5.874214,9.694585,1
-21.745918,5.34531,-4.1606407,1
-1.260537,-9.688959,13.570787,1
-19.588041,-0.7451112,-4.908272,1
-11.053152,4.406525,0.37933704,1
-4.8434825,5.094978,10.678199,1
-20.179106,4.1790366,-5.2283616,1
10.3925705,10.98378,-1.3013574,3
5.559745,10.148947,-5.356828,3
11.990242,8.0202055,-5.5843344,3
5.552661,13.767148,-7.562152,3
0.45622355,11.623732,-7.458443,3
6.6880608,14.148714,-6.2777243,3
1.3833693,10.721038,-12.025854,3
-0.89877415,14.501495,-14.380542,3
22.293413,-1.1007031,3.819928,3
17.249922,6.4526215,-4.7145867,3
13.93307,0.56994337,5.4966764,3
-25.088346,2.627743,-4.283455,1
-15.464324,2.8086379,3.3767796,1
-16.074268,0.47151625,1.8429762,1
-21.706202,3.7735696,-1.4807528,1
-17.73605,0.6987073,0.57858133,1
-17.92085,5.3051085,4.7285886,1
-22.95862,5.1581335,-2.4584875,1
-24.37926,3.6628487,-9.372087,1
-17.173115,6.0439043,1.0630221,1
-9.624575,1.4432261,-6.8827415,1
-1.1303822,4.45379,-19.200245,3
-1.7319199,8.352606,-11.347427,3
0.92379576,-2.9587219,-16.082806,2
7.050936,10.438939,4.2276793,3
16.816692,3.7269251,2.2582743,3
16.777346,-3.709072,8.0845175,3
0.39079198,8.579872,-9.803255,3
23.11296,-7.338485,9.760138,3
3.74419,-11.533296,4.740599,1
-3.5506406,5.497512,-15.706964,3
1.8187414,-19.818138,-0.92890054,1
-1.0359801,8.303607,-17.601372,3
-1.4547925,11.468554,-11.216694,3
3.480358,-5.11353,-14.3325205,2
7.2002363,15.362495,-7.3138213,3
1.9305629,10.675086,-4.085733,3
19.372625,-8.253347,9.33078,3
12.981186,4.029542,-0.070371605,3
13.637964,-2.2541423,2.4932334,3
2.206727,11.469187,-2.223493,3
11.716391,6.94011,4.1935544,3
8.528388,13.327143,2.2389357,3
16.716618,1.3055401,5.448938,3
14.213063,1.0326105,5.426099,3
16.730818,-0.4106992,5.5393233,3
21.845354,0.8010012,3.4194934,3
23.963745,-7.4411054,6.250369,3
24.079605,-7.3928037,5.9314895,3
18.381401,-5.9869366,2.4518192,3
11.991787,3.3023295,4.5836916,3
3.674146,-4.974904,-14.766642,2
3.0261493,12.549948,-10.166775,3
0.31854162,-14.567233,-7.401233,2
1.0806518,11.278767,-17.175728,3
0.29480106,14.723244,-9.236197,3
-2.0918183,-0.31246698,-18.448418,2
1.1888211,-10.397323,-13.086995,2
13.655149,0.10660991,7.4744425,3
14.096449,9.224373,3.2437317,3
21.8944,-8.211265,10.181571,3
18.492443,0.44838136,5.687121,3
